dataset,gloss,num_samples,mean_total_motion,mean_velocity,motion_variance_mean,acceleration_mean,trajectory_length_mean,direction_change_mean,motion_complexity_score
ASL,spray,8.0,10.83077306044288,5.731371582285399,0.0570338595571229,5.030920614173299,10.830773064983076,36.5,0.17150916
ASL,french,5.0,8.826101756934076,5.780837318500713,0.0365190079901367,5.629721110525242,8.826101756934076,26.0,0.1714545
ASL,calculator,5.0,11.140519450232386,6.407754439737403,0.0346585413441061,5.162488769996889,11.140519440290518,51.2,0.1712829
ASL,professional,7.0,10.191882998349945,5.682720452784586,0.0587525433594627,5.642164327425763,10.191882995123576,38.57142857142857,0.17103855
ASL,score,11.0,10.584982992530884,6.428406064073595,0.0470803517170927,4.852659188820238,10.584982991054527,45.54545454545455,0.17079578
ASL,date,5.0,10.844290195778012,5.0874642349905885,0.0478137793019413,6.066050082034079,10.844290165719576,46.6,0.17078626
ASL,simple,5.0,11.199461881956086,6.395566292028569,0.0372984651476144,4.543209339051154,11.199461898766458,50.8,0.17074923
ASL,parents,3.0,11.200037028640509,5.887024429399865,0.0538986474275589,4.774969122169824,11.200037028640509,24.666666666666668,0.17068607
ASL,contact,7.0,10.972822054555374,5.059701360707998,0.0674676426819392,5.33765815345231,10.972822061224308,45.285714285714285,0.17067958
ASL,open,7.0,10.414414982510996,6.526465706297392,0.0517689806542226,4.630619509014132,10.414414982677304,39.0,0.17067795
ASL,gift,4.0,9.846907353494316,6.8732298868404245,0.040103914681822,5.545816762046911,9.846907406230455,41.0,0.17058243
ASL,pain,5.0,10.517665038630366,6.147011966584097,0.042039858456701,4.967155134016428,10.517665035510436,46.4,0.17023867
ASL,release,5.0,11.5712161751464,6.009786791626929,0.0422590124187991,4.638877293221944,11.571216203505172,48.4,0.17014505
ASL,lobster,7.0,11.02461098493742,5.483323225752787,0.0531079058003212,5.248516106427728,11.02461099006801,46.71428571428572,0.16994797
ASL,cheap,7.0,10.138167175996516,6.824128060758919,0.0431016901774065,5.209961045408802,10.138167177094148,31.571428571428573,0.16979863
ASL,sting,3.0,10.413109917814532,6.711579899740594,0.0330069912597537,5.419599218204103,10.41310990570734,37.0,0.16979133
ASL,hang up,3.0,9.583644868806005,5.896592294821424,0.0499669332057237,6.200770617981107,9.583644875325264,27.666666666666668,0.16974933
ASL,responsibility,6.0,10.523545654180149,6.269394008500529,0.0452990013485153,5.210039995650965,10.523545660544189,49.0,0.16962291
ASL,tradition,5.0,9.589553587138653,6.698166987694672,0.0477681248448789,5.52985581183888,9.58955358201638,34.4,0.16949593
ASL,exchange,8.0,12.150846212840406,6.115231493603817,0.041123574366793,3.863587372292504,12.150846226541034,49.375,0.16918789
ASL,stink,8.0,10.89793728722725,5.785714978389744,0.0629268719349056,4.645250585879647,10.89793728722725,22.125,0.16913533
ASL,brief,5.0,10.134141191188244,6.009014168101348,0.0512215884402394,5.259634034828358,10.134141186205673,39.0,0.16912407
ASL,warn,5.0,10.135501882433893,6.082624774065618,0.0579681074246764,4.9878027735209365,10.135501838754864,37.2,0.16910769
ASL,card,8.0,10.436018038075416,5.873513423011696,0.0485495475149946,5.276219079644736,10.436018046631943,40.25,0.16892523
ASL,inspire,5.0,9.914470441266896,5.706302451714963,0.0546134792268276,5.805028778035653,9.914470440917649,40.6,0.16862899
ASL,more,8.0,10.53994381125085,6.328466634891815,0.0392651862930506,4.979693030415509,10.53994381983648,47.875,0.16861151
ASL,slow,8.0,11.346659627459305,5.11410707411394,0.0389016714761965,3.809635287690615,11.346659634516982,56.875,0.16818362
ASL,hurt,5.0,10.792961160466074,6.5509015473596985,0.0342908734455704,4.964259216399878,10.792961204249876,46.4,0.16805442
ASL,normal,5.0,11.38060208261013,6.165893552874029,0.0372047927230596,4.1306755788442775,11.380602056928913,45.2,0.16803189
ASL,fast,9.0,10.11057560497688,6.113268874775396,0.0558523059719138,5.262603560613248,10.110575592921426,38.55555555555556,0.16785608
ASL,full,10.0,10.12792785204947,5.919049054095577,0.0469240775331854,5.33349419068781,10.12792785540223,33.0,0.16785271
ASL,now,9.0,9.459685332555738,6.465859407183931,0.0553133178036659,5.372786974897642,9.459685352941356,43.44444444444444,0.16775258
ASL,meaning,2.0,9.596157113090158,6.737470918661589,0.0394011698663234,5.703649554401636,9.596157150808722,30.0,0.16772765
ASL,move,10.0,10.861923957336694,6.0807330001364175,0.0362944868160411,4.836761912609614,10.861923973704688,43.1,0.16767424
ASL,knife,6.0,10.804281521278122,6.311295631993027,0.0355990749473373,5.11579872441541,10.804281532221164,42.5,0.16767317
ASL,die,4.0,10.37250206922181,5.052870164357,0.0572001999244093,5.905671422851497,10.372502112935765,45.75,0.16765119
ASL,wash,6.0,11.159790300220871,6.343143209343423,0.044362019514665,4.452508751566986,11.159790306487896,48.333333333333336,0.16762394
ASL,carrot,9.0,9.33394080012416,5.4886954614123145,0.0837378571223881,5.1956770065599,9.33394080012416,25.444444444444443,0.16759
ASL,prove,5.0,10.691629948839545,5.21178871158455,0.0422352010384202,5.406869268297671,10.691629950446076,46.4,0.16720967
ASL,trust,6.0,9.205586488125846,5.854309900113987,0.0630802166027327,5.855437872606918,9.205586519635592,28.0,0.16718341
ASL,on,5.0,10.885574468923732,6.996057059698731,0.0422447368502616,4.322611875030921,10.885574455978348,41.2,0.16717827
ASL,intersection,4.0,11.087519807275385,6.506554944597614,0.0383060446474701,4.284705987999748,11.087519864500791,43.25,0.16716374
ASL,bell,6.0,12.282038464210927,5.467201875317016,0.0361177342322965,4.640671575646787,12.282038467315337,53.333333333333336,0.16706751
ASL,midnight,4.0,11.491183757549152,4.902784290122112,0.0224913997226394,3.588505515203336,11.491183748614276,63.25,0.16701138
ASL,exaggerate,5.0,11.351343193044888,6.617879297983341,0.0346551546826958,4.37214152667715,11.3513432092499,43.4,0.16695191
ASL,medicine,8.0,11.564188665070104,5.8906073853513,0.0361515367985703,3.604457860330276,11.564188665706752,50.75,0.16686572
ASL,plate,5.0,10.834119391813877,5.898962120041132,0.0402377946302294,5.271929715696082,10.834119393816218,50.2,0.16684432
ASL,cut,8.0,11.02954122776282,4.938549409607162,0.05422141062445,5.001865496491097,11.029541192481702,53.25,0.16657837
ASL,emergency,4.0,10.55190774530638,5.707779666157024,0.053325284156017,5.103414808682889,10.55190774530638,25.75,0.16653003
ASL,join,8.0,10.94749596476322,6.091099790201843,0.0523843026603572,4.486397923028071,10.947495989792516,50.125,0.16638646
ASL,wife,8.0,9.672033761220518,6.316542742843438,0.0580545482225716,5.010365688184109,9.672033716284204,34.125,0.16628031
ASL,flirt,6.0,10.740867231351634,5.452935531493117,0.0362737816758453,5.488473321681799,10.74086724120813,45.833333333333336,0.16623084
ASL,convince,10.0,11.093467801529917,5.102445459643663,0.0478252021595835,5.483586161275363,11.093467782845256,44.5,0.16613097
ASL,squirrel,6.0,9.807849969435484,5.723350680625291,0.0401603208854794,5.378802715125958,9.807850011088885,42.8,0.1661042
ASL,occur,3.0,11.16149625989298,6.131085873690267,0.0400049136951565,4.593748305695934,11.161496222872907,53.333333333333336,0.16609816
ASL,practice,9.0,10.495222958697315,5.453752356181536,0.0353653341686973,5.254149992255633,10.495222954334976,50.888888888888886,0.16548693
ASL,statistics,4.0,9.91877814999316,6.610997447981701,0.039136730832979,5.228375121461134,9.918778147548435,40.0,0.16523671
ASL,hammer,6.0,9.97891866788268,6.896163161405774,0.0395296642867227,5.045519540379716,9.978918673936278,27.33333333333333,0.16522767
ASL,player,4.0,10.066160346847028,6.20399783071734,0.0480823097750544,4.5257553251219855,10.066160348680569,43.25,0.16487117
ASL,part,4.0,9.762271290412173,6.282687890384676,0.0561737270327284,4.69118225447605,9.762271315121325,47.75,0.16476512
ASL,muscle,5.0,9.474628547858448,5.744713862633138,0.0550445593893528,5.326154309544174,9.474628533120269,31.6,0.16472079
ASL,kick,5.0,10.72861019000411,6.514017735666326,0.0480711355805397,4.226539039049627,10.728610209468751,40.2,0.16447212
ASL,engagement,4.0,10.872269703540953,6.06565488717262,0.0363652184605598,4.950679327060632,10.872269738349132,54.5,0.16442657
ASL,commit,4.0,10.006671024253592,5.971444563922246,0.0597592593403533,4.739196642587338,10.006670990551356,42.75,0.16428895
ASL,ugly,9.0,9.884151029555747,6.178473991020362,0.0626791705791321,4.807660994221681,9.884151022156908,29.88888888888889,0.16378646
ASL,thin,16.0,9.660135533165883,6.399795560613521,0.047508260802715,5.27731056801003,9.660135509024258,26.875,0.16343306
ASL,truck,6.0,9.72318181892236,5.688724410657525,0.040804547490552,4.584236950105706,9.723181828701248,39.833333333333336,0.16330455
ASL,late,8.0,8.943718570837518,6.105583674794088,0.0640042891609482,5.308297891155331,8.943718581082067,21.875,0.16323768
ASL,vice president,4.0,10.3366261809133,5.626693828521391,0.0542528043151833,5.019398881506265,10.3366261809133,23.25,0.1630488
ASL,adjective,4.0,9.818722541676834,3.0967537385138706,0.0208641482749953,3.618381918578281,9.818722541676834,41.5,0.16304517
ASL,point,9.0,10.228737393963254,6.021291340496898,0.0441211188574218,5.075098299868724,10.228737416418475,42.44444444444444,0.16291487
ASL,beside,5.0,11.65608266852796,5.126461173652087,0.0447501710616052,4.5090038372095576,11.656082662381232,57.8,0.16290395
ASL,rent,5.0,10.645257516857235,5.67633063427096,0.0285622291266918,4.602573881828752,10.645257498777935,55.6,0.16249676
ASL,sleep,6.0,10.082727036244856,5.578529742405306,0.0446455821705361,4.927983749973028,10.082727036244856,25.166666666666668,0.16245423
ASL,daughter,10.0,10.771471025422215,5.302150597745268,0.0418969740159809,5.426725831618343,10.77147102780873,41.7,0.16204141
ASL,contract,3.0,10.662781617914638,5.446674359046807,0.0502190732707579,5.12015318151178,10.662781602470204,45.0,0.16194008
ASL,policy,6.0,10.684264938191822,5.421336864764804,0.0407556213904172,4.388730594670457,10.68426496811056,49.16666666666666,0.161825
ASL,knock,3.0,10.150461476296186,5.941811600882924,0.0511670634150505,4.85144462521125,10.150461442613354,47.333333333333336,0.16182397
ASL,adopt,6.0,10.654745092305044,5.097055514737711,0.0542757595734049,5.272684635958452,10.654745123038689,35.5,0.16179858
ASL,cigarette,5.0,9.94496369282715,6.624779286013572,0.0517339414916932,4.564456882833865,9.944963681069202,46.2,0.1614988
ASL,poverty,4.0,10.388666915241629,5.296514304136935,0.0379035007208585,5.224158825226986,10.388666926301084,38.25,0.1613345
ASL,couch,5.0,10.91529566408135,5.407303314138267,0.0368912301026284,5.339124976021462,10.915295714396052,43.6,0.1613026
ASL,equal,6.0,10.20249668850253,6.421189709164056,0.0483809309080243,4.485257658111726,10.202496650725758,45.5,0.1612455
ASL,hurry,7.0,9.957053986311491,5.951638491942232,0.0568458035455218,4.697651152534957,9.957053995791023,46.285714285714285,0.16108835
ASL,polite,6.0,7.998287040526823,5.241463938146143,0.0692977840468908,5.073073201621327,7.998287052944458,22.5,0.16102688
ASL,legal,4.0,9.899503727909178,6.609429298772295,0.0251580665353685,4.626005747392957,9.899503710505089,47.0,0.16072409
ASL,reply,4.0,10.024248163681476,6.895435722348977,0.0220992986578494,4.367231249617783,10.024248187139165,50.25,0.160712
ASL,a lot,7.0,10.611809332588953,5.015011165967577,0.0420598513446748,5.674545062439782,10.61180932415716,38.0,0.16056766
ASL,put,6.0,10.275724880086878,6.30839044661868,0.0393394466955214,4.918564520819942,10.275724877098886,45.0,0.16043489
ASL,customer,4.0,8.919634048361331,4.186027394981997,0.0784547319635748,6.485544117574377,8.919634028687142,33.5,0.16039412
ASL,other,5.0,8.90787766694557,5.843425346087086,0.0372850753366947,5.756760139614238,8.90787766694557,28.4,0.16036163
ASL,switzerland,6.0,10.697711500649651,5.229870213132165,0.0319258746070166,5.142894462972794,10.697711500649651,29.83333333333333,0.16024224
ASL,energy,6.0,9.667071593925357,5.542414566492016,0.0542175311905642,4.927937096338066,9.667071596719325,32.5,0.16014843
ASL,dizzy,4.0,11.7726148115471,5.592629280081737,0.0296808849088847,4.591520436240463,11.772614797577262,38.0,0.16009374
ASL,skate,4.0,10.994100873591378,5.400919845878502,0.0188341203611344,3.6203803629869418,10.994100893498398,76.5,0.16006587
ASL,wood,6.0,10.277654401492327,6.124953848118081,0.0297689582997312,4.062804183279181,10.27765441777107,48.5,0.16005959
ASL,with,8.0,10.798430234368425,6.263281696178364,0.0371884842752479,4.417676302225456,10.798430235317936,51.875,0.1599642
ASL,odd,4.0,9.56424291280564,6.4945351203143975,0.0218349290080368,4.729545500118375,9.56424291280564,27.25,0.15991257
ASL,happy,8.0,10.7970825102675,6.3916936952986525,0.0338563520635943,4.395612028430587,10.797082499440876,43.125,0.15977319
ASL,federal,4.0,10.783584898337722,5.759362206344015,0.0377473733387887,4.893405532777565,10.783584898337722,25.5,0.15959468
ASL,evening,4.0,10.761560422601178,6.283331629501147,0.043909736094065,4.29327046586852,10.761560410319362,50.25,0.15950413
ASL,barely,9.0,9.22947298647422,4.282181849923614,0.0550415549013349,6.853391381640914,9.229472989164709,21.55555555555556,0.15949239
ASL,rough,7.0,9.600849895738063,5.440615458995031,0.049402524584106,5.5327044139563375,9.60084986052243,41.285714285714285,0.15946108
ASL,strange,7.0,10.069640195745576,5.802414617021671,0.0478171445429325,4.735322292577258,10.069640193250962,31.142857142857142,0.15940537
ASL,symbol,6.0,10.081657382970056,5.3832010409684345,0.037761823584636,5.324409975003426,10.08165734470822,35.666666666666664,0.1592272
ASL,berry,5.0,10.19173342436552,4.5580346798492695,0.0557343166787177,5.812871152984685,10.191733412444592,41.2,0.15903397
ASL,loan,3.0,10.843684421968646,5.9565729579435285,0.0317917851110299,4.25393092407174,10.843684392709596,43.0,0.15887518
ASL,run,7.0,10.99975121774644,6.600078546308212,0.038255939825571,3.927127734559679,10.9997512268601,44.142857142857146,0.15861787
ASL,paragraph,5.0,10.038162212632596,5.552192238819563,0.0435167145915329,4.714990318683396,10.038162164436653,48.6,0.15858287
ASL,size,5.0,10.460350360535084,6.165134202697271,0.048566085845232,4.107044859834235,10.46035036048852,57.8,0.15838833
ASL,arrest,6.0,9.924418215019008,4.371599770198434,0.060370246724536,5.970589960272285,9.924418209741512,27.166666666666668,0.15834983
ASL,chocolate,6.0,11.4514991058968,5.946673818340827,0.0314452641177922,3.7115817202411896,11.451499076618347,52.333333333333336,0.15830596
ASL,vacant,4.0,10.412398086627944,6.615913465386946,0.0327470768243074,4.398613485712634,10.412398071959617,45.75,0.15790284
ASL,pass,7.0,10.979093073534646,6.159047687052045,0.0365161216551704,3.8836797485911,10.979093072960884,46.85714285714285,0.15783828
ASL,increase,5.0,11.42550915647298,5.431431453620947,0.0304265448823571,4.559711947337831,11.425509178894572,58.8,0.15746573
ASL,approve,8.0,10.842500639759235,4.627654776993443,0.0482412938144989,5.120066075404331,10.842500583006768,43.375,0.15725455
ASL,yellow,8.0,8.946259551972616,5.817475769246518,0.0671498812444042,4.901672410885792,8.946259551972616,22.0,0.1568813
ASL,confront,6.0,11.044576180089884,4.917929104579619,0.0427417447790503,4.56219328526531,11.044576184552474,46.66666666666666,0.15680553
ASL,always,7.0,11.381362056226603,5.105076023021213,0.0377097594817834,4.54196546602031,11.381362059818846,33.42857142857143,0.15675054
ASL,cause,6.0,8.835142248154929,6.016925964375982,0.0523825112419823,5.487725443181843,8.83514228053779,37.333333333333336,0.15650211
ASL,broke,5.0,8.889717723242939,6.339196962477696,0.0463813466951251,5.416663720442149,8.889717723242939,22.2,0.15646644
ASL,beautiful,7.0,10.68829492772264,5.000544881510932,0.0417502316247139,5.192670155104351,10.688294931447931,26.714285714285715,0.15633962
ASL,week,9.0,9.215026730775003,5.639100857522744,0.0489630758141477,5.4196469880428815,9.215026725303485,31.666666666666668,0.15616868
ASL,downstairs,4.0,9.569910997292029,4.704684523707729,0.0461198789998889,6.255265980445105,9.569910997292029,21.0,0.15608323
ASL,firefighter,5.0,9.952599725313483,5.424391118322333,0.0487295690923929,5.235818802602715,9.952599725313483,21.8,0.15599824
ASL,law,7.0,10.606780494297189,5.514599333225331,0.0362849308710013,4.48550828924228,10.606780522137084,40.71428571428572,0.1559547
ASL,publish,6.0,10.537046713444091,4.759905562889547,0.0409810432465747,4.323832520122699,10.53704675034775,56.0,0.1559002
ASL,crab,6.0,10.24997071394076,4.407090282372836,0.0548764635653545,5.663428172297862,10.24997072321518,40.833333333333336,0.15583706
ASL,tissue,6.0,10.10570943650479,5.943773661256177,0.0363880974861482,4.626118058154126,10.105709442713607,27.5,0.15574855
ASL,volunteer,7.0,8.747430938129712,4.785706650188653,0.0890942208768267,4.930908192248814,8.747430938129712,26.857142857142858,0.1555701
ASL,german,5.0,10.2200475145597,5.299904379868936,0.0443394370842725,5.195371302175192,10.220047538122165,41.6,0.15519823
ASL,disappear,7.0,11.389625031101916,5.072146384415865,0.0430851828839097,4.469522823621179,11.389625041080372,42.0,0.15508012
ASL,mention,3.0,10.46927761969467,5.253048892357789,0.0495125794162352,4.897215976915645,10.46927763770024,35.666666666666664,0.15505297
ASL,shirt,12.0,10.85596975199102,5.345570465583961,0.0459536867662488,4.000759095357705,10.855969738428636,38.083333333333336,0.15491302
ASL,arm,7.0,10.71885680041409,4.672500130939662,0.031921364100916,5.39401347156483,10.718856799017106,40.42857142857143,0.15487786
ASL,worm,6.0,10.427454224554822,5.675708393544672,0.0489425593987107,4.177726890483405,10.4274542418619,47.66666666666666,0.15466297
ASL,chicken,5.0,9.945417047012596,6.55104537020716,0.0529051102697849,4.044070762830742,9.945417087245731,37.8,0.15454748
ASL,prison,6.0,9.778879886260256,5.972267466682985,0.0568986044963821,4.126642962922843,9.778879887928875,43.333333333333336,0.15453704
ASL,monday,6.0,10.790520365349948,5.394894937604447,0.0245109094151606,3.627053367635409,10.790520366009636,39.333333333333336,0.15453185
ASL,promise,5.0,8.987413658760488,5.708687549260456,0.0497541113756597,5.169113772518818,8.987413629703223,38.0,0.15449955
ASL,catch,9.0,9.897420628927648,5.801707742048524,0.0418398034137984,4.885638287625123,9.897420607028632,39.11111111111112,0.15362401
ASL,psychology,6.0,10.197151795805745,5.584241508104813,0.0463664292668302,4.44713925283806,10.197151754439496,32.0,0.15357699
ASL,candle,6.0,10.6611634924775,6.209533717766079,0.0384037492331117,3.990334505179868,10.661163510783808,52.333333333333336,0.1532539
ASL,attract,6.0,9.864454993124433,4.447443052827656,0.05883951842164,5.529009339540077,9.864454989612568,42.0,0.1531388
ASL,but,7.0,8.989045217101063,6.304429722572135,0.0547042097231107,4.810485837461615,8.989045228110626,33.57142857142857,0.15307425
ASL,habit,4.0,9.41914105869364,6.289321645277016,0.0427217844408005,4.657225469830637,9.419141027785372,43.75,0.15304022
ASL,diploma,5.0,10.687615281017496,5.450617159347413,0.0595546296797692,4.05996759577558,10.687615270609967,43.2,0.15283273
ASL,title,5.0,10.026474012434482,5.910676114600983,0.0319598386064171,4.252202367145928,10.026474011037498,47.8,0.15254395
ASL,pressure,5.0,10.697694242489524,5.178512568296796,0.0398210313171148,4.074713942532899,10.697694239695556,42.0,0.15253055
ASL,ring,5.0,11.261659188382328,5.770624899677492,0.039830866176635,3.6873331493608,11.261659232433884,57.2,0.1525176
ASL,save,8.0,9.942106384114595,5.709579633936912,0.0407640870616887,4.58155410626629,9.942106402377249,42.125,0.15247501
ASL,finish,9.0,8.35842259057487,5.602240408787193,0.0567080052569508,5.820601121364188,8.358422580899465,26.55555555555556,0.15243739
ASL,therapy,6.0,8.827318699797615,5.045714062401802,0.0575157690327614,5.655620137790996,8.827318668152051,32.333333333333336,0.15235282
ASL,afraid,5.0,10.011010220646858,4.890409641548739,0.0402889149263501,5.641589338615023,10.011010183673353,47.0,0.1522984
ASL,quit,7.0,9.9419062943863,4.919719093611611,0.045150270236523,4.7385567716398125,9.941906326400517,46.0,0.15218763
ASL,rehearse,7.0,10.862108932209336,5.652850921026961,0.0295338988902845,3.81266352198215,10.862108927777236,60.142857142857146,0.15211274
ASL,separate,6.0,10.030537797758976,5.220559420233299,0.0411975484651823,4.293446792207226,10.030537842704993,52.66666666666666,0.15203933
ASL,ridiculous,4.0,7.784072061185725,6.232967914684087,0.0592923550284467,5.454862983044516,7.784072088659741,15.25,0.15183249
ASL,cheat,10.0,9.26820159368217,5.489977073605226,0.0500863022753037,5.360557793579249,9.268201552226676,32.6,0.15173905
ASL,event,7.0,8.392310993080693,5.487639010919991,0.0642994708780731,5.545694809524662,8.392310955894313,41.0,0.1516258
ASL,culture,4.0,10.398070321884006,4.342302884000278,0.0482722958549857,5.397627685489387,10.398070336552337,37.5,0.15157291
ASL,russia,8.0,8.936779836774804,5.261515426020849,0.0562017218908295,5.581721329687963,8.93677984731039,26.875,0.1514424
ASL,easter,7.0,10.091077904616084,4.87917064090618,0.0413560459523328,5.477723206058512,10.091077898961624,40.285714285714285,0.15135859
ASL,satisfy,5.0,9.709793977625669,5.236988750920159,0.0375823062844574,4.54332886286572,9.709793968871235,44.4,0.15112552
ASL,example,11.0,9.782077830538832,5.478197092298131,0.0465082828463478,4.968284385769183,9.782077817034654,41.27272727272727,0.15105243
ASL,meet,9.0,10.30143675363312,5.669332503407374,0.0392758565592683,4.298693995530142,10.30143674047819,44.66666666666666,0.15089688
ASL,onion,8.0,9.770874711597571,5.227807981143897,0.0444719201186671,5.079038377923672,9.770874711597571,22.375,0.15087546
ASL,highway,7.0,8.956410495697387,5.925266461206001,0.0487367981446108,5.127710965985827,8.956410516884976,39.0,0.15082294
ASL,fine,9.0,9.27541054531725,5.929268621859923,0.0570792073332187,4.525829173879548,9.27541057770658,30.55555555555556,0.1503373
ASL,fox,7.0,8.989177134553236,5.558189647750575,0.0567852928569274,5.140240043726387,8.989177134553236,21.0,0.14989184
ASL,weak,7.0,10.760717533961204,5.504927565988764,0.0333722582685628,4.090482675586548,10.760717501631008,52.42857142857143,0.14956059
ASL,procrastinate,7.0,11.01967638824135,4.94621062086607,0.0301847856358758,4.229838065340337,11.019676389696542,56.42857142857143,0.14941965
ASL,flute,6.0,11.135374798749885,5.976167486383333,0.036012875692298,3.664432221297428,11.13537478466363,46.833333333333336,0.14932463
ASL,uncle,6.0,9.461832090591392,5.716652613450283,0.0328628421411849,5.163948348517937,9.461832090591392,26.5,0.14930256
ASL,early,6.0,10.018399173083404,4.673914896331886,0.0464246412739157,5.1633494506428805,10.01839919333967,32.833333333333336,0.14919133
ASL,asia,7.0,11.330064568202944,5.048416372584064,0.0403693255835345,3.9545854454377336,11.330064566074205,29.142857142857142,0.14852947
ASL,recommend,4.0,10.163092934060842,6.241692763659907,0.0305824053939431,4.186202940102083,10.163092949049314,41.75,0.14850931
ASL,tender,6.0,10.98775446562407,5.8859376654614985,0.0313257610735793,3.296044492243445,10.987754488635495,58.0,0.14836
ASL,eternity,5.0,9.904211868718267,4.652840789195816,0.0375719915609806,4.121020216911489,9.904211868718267,30.8,0.14815724
ASL,sing,5.0,10.280242865905166,6.037728442852314,0.0267477612942457,4.187269793415787,10.280242834985255,48.4,0.14814246
ASL,stepfather,2.0,11.829705927986652,5.479872531391901,0.0398709196597337,3.3479043907031727,11.829705927986652,43.0,0.14797522
ASL,airplane,7.0,10.736772857473364,4.882555117401789,0.030562084633857,4.555407749876216,10.736772855078536,35.42857142857143,0.14795232
ASL,off,7.0,9.987941894497324,6.301194304660098,0.0374648795695975,4.071531872678918,9.987941894962985,31.285714285714285,0.14787067
ASL,skip,4.0,9.37348701013252,5.966875185773848,0.0399959469214081,4.680840364583846,9.373487041215412,43.75,0.1477666
ASL,africa,9.0,10.08813726550175,4.435532914594695,0.0492806952032778,5.046741318474328,10.088137253084115,27.88888888888889,0.14760028
ASL,allow,8.0,10.558832877431996,4.795998522178254,0.0401364857098087,4.855251972895416,10.558832887501922,49.875,0.14726026
ASL,connect,5.0,10.69058605991304,4.974658134642604,0.0427146054804325,4.522503011249777,10.690585987176746,47.4,0.14722009
ASL,license,3.0,9.45185795581589,5.544502054529038,0.0447770239164431,4.874486536111453,9.451857935326794,44.0,0.14700992
ASL,permit,4.0,9.776537333615124,5.496127191075292,0.0387932420708239,4.753598569785726,9.776537308702244,40.25,0.14691232
ASL,shy,6.0,9.121241016158214,4.651326387875039,0.0714361076243221,4.684018034798192,9.121241016158214,26.83333333333333,0.1467212
ASL,butter,6.0,10.598759652425846,5.907432461857852,0.034342486760579,3.780978076417032,10.598759664804676,48.0,0.14636563
ASL,tease,8.0,10.602410387073178,5.349691708953297,0.0355055300169624,4.331727335445997,10.602410395251354,54.125,0.14628808
ASL,night,5.0,9.658420532941818,6.234571077537092,0.0332220309413969,4.400915102149297,9.658420573081822,41.2,0.1462761
ASL,sneeze,4.0,8.723731642006896,5.566925329478166,0.0353231013286858,5.467004545715031,8.723731643869542,30.75,0.14611101
ASL,heart attack,5.0,9.168370756739751,4.888590919907341,0.0376117095118388,4.734701419125149,9.168370775738731,31.4,0.14598127
ASL,plenty,5.0,9.662024803832171,4.972046105341584,0.0478640745393931,3.92082461504782,9.662024815706536,42.4,0.14578776
ASL,exhibit,4.0,10.149556313059293,6.3205577384339655,0.0357453508186154,3.911479717402256,10.149556342483264,42.75,0.14547014
ASL,protect,6.0,9.619352208916098,5.792517980241024,0.0369643203448504,4.675645346790114,9.619352186486744,40.5,0.14546643
ASL,smart,8.0,8.987261945963837,5.317355679586808,0.0418390239938162,5.4621407423692006,8.987261940375902,20.75,0.14537334
ASL,together,6.0,9.84659341542283,5.934030517667818,0.0414682702394202,4.226531600000446,9.846593428422542,44.5,0.14530301
ASL,song,5.0,10.167605401948094,5.971563530019468,0.0295024091377854,4.001885054101642,10.167605385999195,51.0,0.1451761
ASL,today,9.0,10.784703268669546,5.779416099005068,0.0255800502943909,3.964938296537433,10.78470322683764,51.77777777777778,0.14467426
ASL,plan,7.0,9.73212095150458,5.570214488346361,0.0307656613710735,4.336925077005263,9.732120969731891,46.85714285714285,0.14449532
ASL,sun,6.0,10.595151345944032,4.898963172298886,0.0458286470578362,3.886004701687042,10.595151345944032,30.83333333333333,0.14414611
ASL,friday,6.0,10.96991219301708,5.297844798288183,0.0295099153881892,3.931708509492717,10.969912181550171,36.66666666666666,0.14397064
ASL,type,5.0,10.562606391310691,5.097616954781561,0.0325619884766638,4.093810091948964,10.562606398784556,48.8,0.14388752
ASL,tuesday,7.0,10.04787131152781,5.463611681826818,0.0268915016869349,4.677164845035709,10.047871349445945,34.285714285714285,0.14386792
ASL,marry,7.0,9.864390240117377,5.476847249824572,0.0429247748106718,4.171418689529429,9.864390239285838,38.142857142857146,0.14384995
ASL,nice,6.0,10.654086007581403,5.5884094841698015,0.0348448888786757,3.3642805709671397,10.654086020891556,55.5,0.14381646
ASL,ski,2.0,6.915816163644195,7.0836034839082025,0.0187005870975554,6.083526709301925,6.9158161963569,40.0,0.14338686
ASL,bar,11.0,10.82484087669714,4.691815110248457,0.0329087321032685,4.344862841497434,10.8248408714902,43.36363636363637,0.14336734
ASL,exact,6.0,10.130957200036695,5.985713390860455,0.0373370662952462,3.886829722879422,10.130957204150036,45.5,0.14328662
ASL,blow,5.0,10.168083521723748,5.037955003825284,0.0431295311078429,4.443573949199875,10.168083529546855,29.6,0.14326926
ASL,scream,3.0,7.756753871062149,5.270446400351332,0.0825461683173974,4.90942533312557,7.756753871062149,16.666666666666668,0.14299844
ASL,can,9.0,8.476622593123466,6.110708804652038,0.0410011718825747,5.033343348550135,8.476622590497653,39.44444444444444,0.14282064
ASL,hard,6.0,8.51098504445205,4.942489037123769,0.0701388500941296,4.582189771395149,8.51098504619828,38.16666666666666,0.1425992
ASL,future,9.0,9.05584125412214,5.089131283000468,0.0397906239765385,4.312465070911167,9.055841252052536,24.444444444444443,0.14236976
ASL,slip,6.0,9.894247643727187,5.60525874651725,0.0299854471037785,4.577073348389164,9.894247675857818,39.833333333333336,0.14233236
