dataset,gloss,num_samples,mean_distance,median_distance,std_distance,within_class_variance,max_distance
VSL,nghệ thuật,3,4.568926443353942,3.797187678465487,1.4278903728949972,2.0388709170062143,6.570846825793422
VSL,tìm hiểu,3,4.5469997306530745,3.4994660199883856,1.587337507462806,2.5196403625982335,6.790204106706411
VSL,khỏi bệnh,3,4.541797675101023,5.233779885048285,1.5360948344278282,2.359587340355857,5.979132529219325
VSL,lá cây,2,4.540699912367047,4.540699912367047,0.0,0.0,4.540699912367047
VSL,nhầm,3,4.531681879319806,3.5176876635231125,1.5015146588091695,2.2545462706188166,6.6544392428490315
VSL,cơm bình dân,3,4.528563406125305,3.7439964581927834,1.4323806042845628,2.0517141955306095,6.538225104705339
VSL,hỏi,3,4.526309926960418,3.432779983690564,1.5969046199076207,2.5501043650823023,6.784302745786545
VSL,đùa,3,4.52628552752065,3.741539769491309,1.5405138188217145,2.373182825980662,6.678744998272275
VSL,ông nội,3,4.525116424816619,3.4248058562665125,1.5647705519785953,2.4485068803393975,6.738024790598906
VSL,thế nào_,3,4.520991047753006,3.5886675467191687,1.5796680894878556,2.4953512729462117,6.745307107903844
VSL,héc-tô-gam (hg),3,4.515404311245182,3.494495096203092,1.5849825097651757,2.5121695562615156,6.754026334086247
VSL,bé trai,3,4.512723780351578,3.9123250338574276,1.4798042879878488,2.189820730747224,6.549117873388754
VSL,từ trái nghĩa,3,4.510782325333543,3.474588837037855,1.4706077620225477,2.162687189720966,6.590531423781684
VSL,người yêu,3,4.509326645372458,3.45173301712232,1.5599913066026019,2.4335728766756928,6.714870638748792
VSL,con ếch,3,4.508491768119081,4.517493822800775,0.7538295699586331,0.5682590205440178,5.427206724757419
VSL,lười học,3,4.505542864197258,3.4032651594185626,1.591266824516905,2.5321301068081143,6.755779434898601
VSL,Cam-pu-chia (nước Cam-pu-chia),3,4.499234275256057,5.060734113723868,1.2338615624453446,1.5224143552800669,5.649274341124985
VSL,vào mùa,2,4.485754872418136,4.485754872418136,0.0,0.0,4.485754872418136
VSL,con voi,3,4.474307110296951,3.7016500016196954,1.4613592862140599,2.1355709634040667,6.520637830120304
VSL,con tôm,3,4.453242215716644,3.35021991882141,1.5675949465566748,2.457353916470024,6.670147381842662
VSL,ngày Người khuyết tật Thế giới 3_12,3,4.439245880145761,5.242394202616021,1.270453030302413,1.6140509022045844,5.429537708290277
VSL,quận,3,4.431902228579772,3.464039235139767,1.5314373878024081,2.3453004727590634,6.59374362412796
VSL,điều hòa,2,4.420399182837006,4.420399182837006,6.280369834735101e-16,3.944304526105059e-31,4.420399182837006
VSL,bắp ngô,3,4.416648147207542,4.5227476934701105,0.6899508028165957,0.4760321103072649,5.203601546792322
VSL,héc-tô-mét vuông (hm2),3,4.414653571968381,3.325842876274456,1.558765243733674,2.4297490850721,6.619026413266655
VSL,nhân (Toán học),3,4.411776028298314,3.665286995431428,1.2411462031065483,1.5404438974858012,6.16078630934643
VSL,bánh mì,3,4.41084439226249,3.4144976727795857,1.5281146668153476,2.335134434936181,6.569792138648923
VSL,không dám,3,4.410172618412806,4.675365632284928,1.392747366188148,1.9397452260240229,5.9678045984219565
VSL,hi sinh,3,4.394897989097906,3.4111637105010404,1.483705438344011,2.2013818277715935,6.491842351925636
VSL,héc-tô-mét (hm),3,4.393965524503968,3.3328614598727553,1.5511134653239131,2.405952982309158,6.587188028224259
VSL,bạn,3,4.392919756050067,3.420485680558669,1.5389989897453842,2.3685178904373134,6.565421411608952
VSL,lung tung,3,4.375070266787534,4.752089508230026,0.85573966802954,0.7322903794393074,5.182466232879395
VSL,cháu gái,3,4.37318295302899,3.5149812883972875,1.4454979415221203,2.089464298944687,6.409086161349607
VSL,sữa bột,3,4.371345610276083,3.3639605170914884,1.4534574270436027,2.1125384922282096,6.426711187459688
VSL,con lợn (con heo),3,4.370518177074401,3.4724705461893937,1.454202587148647,2.1147051644698185,6.42178747501985
VSL,lễ Halloween 31_10,3,4.354598360169708,3.633547525633255,1.5317121850512192,2.3461422178343803,6.484100203867152
VSL,sinh đôi,3,4.348916962159053,3.3582761036876962,1.479981512740027,2.1903452780522588,6.440949931028506
VSL,đèn điện,3,4.329951629140796,3.27253974272491,1.5168169609083928,2.300733692899373,6.474983843928477
VSL,nghỉ hè,3,4.326322772203436,4.343277814362977,0.5164203748050549,0.26669000351379335,4.95015799034352
VSL,tô màu,3,4.3180308850680085,3.389676429133156,1.4213105357793994,2.0201236391175232,6.3261653539542735
VSL,mắng,3,4.317225580005114,3.289494870508438,1.484563226011222,2.203927972024847,6.416562205261172
VSL,liên hoan,3,4.316132623985417,3.650234378962236,1.4523393681064702,2.1092896401519012,6.331749005845728
VSL,bên cạnh,2,4.308103176649013,4.308103176649013,0.0,0.0,4.308103176649013
VSL,thơm,3,4.298157413061134,3.2530715680707907,1.5160999134390079,2.298558947529767,6.442022359012864
VSL,tên là gì_,2,4.296960598129988,4.296960598129988,0.0,0.0,4.296960598129988
VSL,không nghe lời,3,4.295425819325426,3.344706415881183,1.43289750802264,2.053195268497492,6.320589497259443
VSL,bạn trai,3,4.280179582795643,3.2129337437973806,1.511383364338941,2.2842796740004956,6.417597766771015
VSL,hiểu,3,4.279190090463839,3.222776573624852,1.5042013990600434,2.2626218489341916,6.406435821041672
VSL,giá trị phần trăm,3,4.269600278058648,3.3822905896173037,1.3063671201959197,1.7065950527289804,6.116609573831765
VSL,quyết định,3,4.264401671223763,3.8753030169399785,1.454646963579671,2.1159977886515566,6.2083647175593875
VSL,ngày thành lập quân đội nhân dân Việt Nam,3,4.261761165452797,3.6131896381899598,0.984567128882911,0.9693724312767386,5.653087170796342
VSL,áo đồng phục,3,4.254358560685215,3.6836175484258136,1.3582545846670306,1.8448555167690077,6.128116392956541
VSL,hồi hộp,3,4.246210167575736,3.2104436521939577,1.4861435884276415,2.2086227654245874,6.347862645307
VSL,tưởng tượng,4,4.245978239876006,4.204099378608903,0.08707878546426973,0.007582714877932314,4.395815116028853
VSL,ngồi,3,4.245614911994721,3.3573993585067865,1.3937033694806682,1.9424090821017679,6.213506948750336
VSL,bẫy chuột (hành động),3,4.238520158655832,3.894115124967362,0.7188904768765416,0.5168035177437814,5.239121224625549
VSL,luân phiên,2,4.226449948619305,4.226449948619305,6.280369834735101e-16,3.944304526105059e-31,4.226449948619305
VSL,ủy quyền,3,4.224332999057215,3.2654540743044174,1.463948411279865,2.143144950888841,6.292838486519403
VSL,vui chơi,3,4.212911108222426,3.307764058824546,1.4435518680703698,2.0838419958094545,6.250191106669396
VSL,quả táo,2,4.209315140893384,4.209315140893384,0.0,0.0,4.209315140893384
VSL,bìa vở,3,4.203755351681935,3.7196112793305525,1.0140841004504368,1.0283665627863716,5.6149096057040975
VSL,điện,3,4.199876892852955,3.1948039854865233,1.4774216393702222,2.182774700479395,6.28877187753652
